Specimen,Collection,Kingdom,Classifaction,Class,Order,Common Name,Family,Species,Author,Year,Geological time,Location,lat,lon,color,BP (mb) Low,BP (mb) High,Wind Low (Km/hr),Wind High (Km/hr),Temp C Low,Temp C High,Percipitation (mm),Humidity High,Humidity Low,Habitat,Sex,Notes,Environment,Antenna,Antennules,Body Length 1 mm,Body Length 2 mm,Body Length 3 mm,Total Body Length,Fore Wing Area,Fore Wing Length01mm,Fore Wing Length02mm,Fore Wing Width01mm,Fore Wing Width02mm,Fore Wing Width03mm,Fore Wing Width04mm,Fore Wing Width05mm,Fore Wing Width06mm,Fore Wing Width07mm,Hind Wing Area,Hind Wing Length01mm,Hind Wing Length02mm,Hind Wing Width01mm,Hind Wing Width02mm,Hind Wing Width03mm,Hind Wing Width04mm,Hind Wing Width05mm,Hind Wing Width06mm,Hind Wing Width07mm,Fore Wing perimeter,Hind Wing perimeter,Wing Span,Number of Wings,Body Width01mm,Body Width02mm,Body Width03mm,Telson L,Telson W,Orbital,W. B-t orbitals,Chela L,Chela W,chela + immovable finger,movable finger,Librigena,Head thickness,Body Thickness 1,Body Thickness 2,Skull Length,Skull Hieght,Skull Width,Neck,Rib cage Length,Femur,Tibia,Foot Length,Foot Width,Humerous,Lower arm,Digits 1,Digits 2,Digits 3,Digits 4,Tail,Link to functions,Collector,Date,Data Collector,Date Entered
CMNHENT0063702,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Crane fly,Tipulidae,Tanyptera dorsalis,Walker,1848,Recent,"Rocky River, Rocky River Twp., Cuyahoga Co., OH",41.4731,-81.8533,#e12762,1003,1010,3,24,17,23,11.94,90,65,NA,F,NA,Air,6.203088648,-1,8.370150274,24.24164331,0,32.61179358,75.47356905,18.81224656,-1,5.572062925,4.727094946,5.160735874,2.763570189,5.272389349,5.503309913,4.313477046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.20573302,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Stevens, L. E.",8/1/1965,Alexandra Calvin,4/14/2017
CMNHENT0063713,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Crane fly,Tipulidae,Tanyptera dorsalis,Walker,1848,Recent,Wilmerding PA,40.3942,-79.81,#e12762,1500,1500,150,150,150,150,150,150,150,NA,F,NA,Air,4.52998064,-1,6.857769714,18.40089768,0,25.25866739,55.08798037,16.91106902,-1,4.868356786,3.419994248,3.958603157,0.811563306,4.516942312,4.766202058,2.891958553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.90057605,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,4/14/2017
CMNHENT0063763,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Crane fly,Tipulidae,Tanyptera dorsalis,Walker,1848,Recent,Wilmerding PA,40.3942,-79.81,#e12762,1500,1500,150,150,150,150,150,150,150,NA,F,NA,Air,5.92600611,-1,9.709606895,15.85661577,0,25.56622266,55.40710295,17.18537408,-1,4.883991042,3.118781686,4.158567724,0.959625244,4.041587966,4.838770954,3.079835499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.31737071,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3877,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Diptera,Fly,Tipulidae,Unidentified,,,Oligocene,NA,39.0217,-105.7958,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,-1,-1,7.09,17.62,0,24.71,-1,24.2,-1,4.12,2.54,5.48,1.42,4.03,6.42,4.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3876,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Diptera,Fly,Tipulidae,Unidentified,,,Oligocene,NA,39.0217,-105.7958,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,-1,-1,6.03,18.24,0,24.27,-1,23.98,24.45,5.39,2.17,6,1.42,4.34,5.42,4.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH OC 1577,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Odonata,Dragonfly,Tarsophlebiidae,Tarsophlebia eximia,Hagen,1862,Late Jurassic,NA,48.8972,10.997,#3d4e45,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,-1,-1,42.59,43.21,0,85.8,-1,78.02,82.72,17.98,19.74,12.84,15,19.17,11.83,13.2,-1,79.34,82.34,20.7,22.48,11.39,23.1,21.77,18.62,11.32,-1,-1,-1,4,4.7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 15669,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Odonata,Dragonfly,Tarsophlebiidae,Tarsophlebia eximia,Hagen,1862,Late Jurassic,NA,48.8972,10.997,#3d4e45,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,-1,-1,41.16,41.03,0,82.19,-1,70.69,75.91,16.83,14.46,16.47,12.07,15.78,16.55,14.58,-1,74.27,77.21,20.42,21.61,19.05,23.16,21.18,20.37,17.1,-1,-1,-1,4,5.22,2.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3872,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hemiptera,shield bugs,Cydnidae,Procydnus pronus,Scudder,1890,Oligocene,NA,39.0217,-105.7958,#e2a219,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,-1,-1,3.06,4.18,0,7.24,-1,5.77,6.65,2.76,2.59,2.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3871,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,wasp,Ichnenmonidae,Unidentified,,,Oligocene,NA,39.0217,-105.7958,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,3.43,-1,4.52,6.02,0,10.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 15173,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Crab,Xanthoidea,Unidentified,,,Oligocene,NA,46.9785,-123.306,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,24.68,0,0,24.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,34.01,-1,-1,-1,-1,5.32,8.62,30.75,-1,-1,24.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 15175,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Crab,Xanthidae,Unidentified,,,Oligocene,NA,46.9785,-123.306,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 15177,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Crab,Xanthidae,Pulalius vulgaris,Rathbun ,1926,Eocene,NA,46.9785,-123.306,#3f2f70,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,34.22,0,0,34.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,40.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 2967,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Crab,Carpiliidae,Unidentified,,,Holocene,NA,25.9017,-97.4975,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,32.7,21.98,0,54.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,47.4,-1,-1,-1,-1,7.05,11.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 9435,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Crab,Pinnotheridae,Pinnixa galliheri,Rathbun,1932,late Miocene,NA,36.6002,-121.8947,#7554f2,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,4.93,0,0,4.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 9434,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Crab,Pinnotheridae,Pinnixa galliheri,Rathbun,1932,late Miocene,NA,36.6002,-121.8947,#7554f2,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,5.86,0,0,5.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13.18,-1,-1,-1,-1,-1,-1,-1,-1,6.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3507,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Crustation,Eryonidae,Eryon artiformis,Schlotheim ,1820,Late Jurassic,NA,48.8972,10.997,#8d84c4,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,34.19,28.4,0,62.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,32.21,-1,-1,-1,-1,-1,-1,-1,4.32,29.28,7.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3509,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Aeger,Aegeridae,Aeger tipularius,Schlotheim ,1822,Late Jurassic,NA,48.8972,10.997,#ba6693,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,75.52,103.27,0,178.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3508,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Crustation,Unidentified,Unidentified,,,Late Jurassic,NA,48.8972,10.997,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,14.22,19.65,0,33.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3903,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Prawn,Penaeidae,Unidentified,,,Late Jurassic,NA,48.8972,10.997,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,23.96,40.17,0,64.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3777,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Decapoda,Crawfish,Reptantia,Eryma elongata,Munster,1839,Late Jurassic,NA,48.8972,10.997,#d06d8c,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,12.64,10.08,0,22.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,4.3,-1,-1,-1,-1,-1,7.42,3.68,7.305,3.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 16118,Cleveland Museum of Natural History,Animal,Marine animal,Xiphosura,Xiphosurida,Horseshoe crab,Limulidae,Mesolimulus walchi,Desmarest ,1822,Late Jurassic,NA,51.1657,10.4515,#ba6693,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,75.71,37.44,0,113.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,78.08,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3904,Cleveland Museum of Natural History,Animal,Marine animal,Xiphosura,Xiphosurida,Horseshoe crab,Limulidae,Mesolimulus walchi,Desmarest ,1822,Late Jurassic,NA,48.8972,10.997,#ba6693,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,55.68,53.2,0,108.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,56.18,5.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 3848,Cleveland Museum of Natural History,Animal,Marine animal,Merostomata,Eurypterida,Sea scorpions,Eurypteridae,Eurypterus remipes,De Kay,1825,late Silurian,NA,42.8853,-75.1932,#55979a,1500,1500,150,150,150,150,150,150,150,NA,U,CAST,Water,-1,-1,66.38,95.93,0,162.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,43.07,30.78,-1,36.54,5.18,-1,-1,29.39,14.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 6905,Cleveland Museum of Natural History,Animal,Marine animal,Malacostraca,Eumalacostraca,Crustation,Unidentified,Unidentified,,,NA,NA,41.265,-88.2123,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 11814,Cleveland Museum of Natural History,Animal,Marine animal,Merostomata,Eurypterida,Sea scorpions,Eurypteridae,Eurypterus remipes,De Kay,1825,late Silurian,NA,42.8864,-78.8784,#55979a,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,73.95,100.47,0,174.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,7/27/2017
CMNH 16602,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Unidentified,Trilobite,Unidentified,Unidentified,,,Middle Devonian,NA,41.7189,-83.713,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,6.55,8.23,3.8,18.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9.56,10.32,8.38,-1,-1,2.36,-1,-1,-1,-1,-1,-1,4.33,3.38,1.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 9153,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Ptychopariida,Trilobite,Alokistocaridae,Unidentified,,,middle Cambrian,NA,39.3522,-112.5772,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,4.94,5.94,1.68,12.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10.48,8.66,3.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 9143,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Ptychopariida,Trilobite,Asaphiscidae,Asaphiscus wheeleri,Meek,1873,middle Cambrian,NA,39.3522,-112.5772,#e2a219,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,13.43,11.09,9.38,33.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,20.08,15.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 2917,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Redlichiida,Trilobite,Olenellidae,Unidentified,,,ealry Cambrian,NA,40.0379,-76.3055,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,CAST,Water,-1,-1,9.3,14.78,8.59,32.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,15.3,15.86,9.7,-1,-1,5.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 2719,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Unidentified,Trilobite,Unidentified,Unidentified,,,middle Cambrian,NA,51.3989,-116.4364,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,13.05,16.04,20.13,49.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,37.94,36.51,36.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 3616,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Corynexochida,Trilobite,Dolichometopidae,Bathyuriscus rotundatus,Rominger,1887,middle Cambrian,NA,51.395,-116.49,#364133,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,6.78,14.97,3.3,25.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12.97,13.06,6.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 6387,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Agnostida,Trilobite,Peronopsidae,Unidentified,,,middle Cambrian,NA,38.7156,-112.9669,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,2.54,1.09,2.38,6.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.9,2.21,3.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 14280,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Corynexochida,Trilobite,Dolichometopidae,Unidentified,,,Cambrian,NA,53.7267,-127.6476,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,20.88,25.8,25.64,72.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,33.48,32.74,31.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 14284,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Corynexochida,Trilobite,Dolichometopidae,Unidentified,,,Cambrian,NA,53.7267,-127.6476,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,29.93,31.3,33.03,94.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,54.71,53.48,50.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 14279,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Corynexochida,Trilobite,Dolichometopidae,Unidentified,,,Cambrian,NA,53.7267,-127.6476,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,25.16,35.63,34.04,94.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,48.33,44.71,42.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 8690,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Ptychopariida,Trilobite,Ellipsocephalidae,Ellipsocephalus hoffi,Schlotheim,1823,middle Cambrian,NA,49.7862,13.9787,#b904bc,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,10.12,11.39,5.76,27.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16.64,16.11,11.38,-1,-1,8.37,-1,-1,-1,-1,-1,-1,6.28,4.3,2.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
CMNH 8682,Cleveland Museum of Natural History,Animal,Marine animal,Trilobita,Asaphida,Trilobite,Dikelocephalidae,Dikelocephalus minnesotensis,Owen,1852,late Cambrian,NA,43.1767,-89.7948,#311e2a,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Water,-1,-1,62.66,0,69.46,132.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,124.9,-1,121.8,-1,-1,13.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,8/4/2017
